1.186.41.2	2	138264	112018	17	69132	12
1.186.41.26	1	7239	7239	2	7239	2
1.186.41.3	1	603513	603513	14	603513	14
1.186.41.33	1	34044	34044	3	34044	3
1.186.41.40	1	30033	30033	2	30033	2
1.186.41.43	2	10204	10204	5	5102	5
1.186.41.45	2	310084	166290	39	155042	16
1.186.41.9	2	262156	237513	21	131078	14
1.186.44.42	1	0	0	1	0	1
1.186.46.34	1	4069	4069	2	4069	2
1.186.48.172	1	5894	5894	2	5894	2
1.186.48.58	1	200362	200362	11	200362	8
1.186.48.82	2	298730	226293	12	149365	10
1.186.50.114	1	43778	43778	9	43778	8
1.186.55.9	1	42008	42008	10	42008	9
1.186.58.17	1	13006	13006	9	13006	8
1.186.60.35	1	4977	4977	2	4977	2
1.186.64.210	1	0	0	1	0	1
1.186.72.228	1	0	0	1	0	1
1.186.75.68	1	8699	8699	2	8699	2
1.186.76.1	2	125579	100977	13	62789	12
1.186.76.10	1	9393	9393	3	9393	3
1.186.76.11	3	481254	249463	32	160418	18
1.186.76.12	1	127334	127334	24	127334	13
1.186.76.18	1	16319	16319	3	16319	3
1.186.76.2	3	677235	322905	28	225745	19
1.186.76.20	1	16286	16286	2	16286	1
1.186.76.25	1	0	0	1	0	1
1.186.76.26	1	13759	13759	4	13759	3
1.186.76.27	1	0	0	1	0	1
1.186.76.3	1	24884	24884	6	24884	3
1.186.76.43	1	385933	385933	22	385933	13
1.186.76.9	3	144469	77650	11	48156	10
1.186.77.10	3	268737	228571	25	89579	18
1.186.77.11	3	469464	423428	19	156488	16
1.186.77.17	1	11477	11477	3	11477	3
1.186.77.18	1	1517	1517	2	1517	2
1.186.77.19	3	1288324	1019384	99	429441	89
1.186.77.20	1	3386	3386	2	3386	2
1.186.77.25	1	84	84	3	84	3
1.186.77.26	1	137590	137590	3	137590	3
1.186.77.45	1	65642	65642	4	65642	4
1.186.78.1	2	1450242	1444868	13	725121	7
1.186.78.17	2	137114	68839	9	68557	8
1.186.78.18	3	20171	16125	13	6723	9
1.186.78.19	1	9408	9408	2	9408	2
1.186.78.2	2	4627	4340	5	2313	5
1.186.78.3	1	365	365	2	365	2
1.186.78.33	1	94123	94123	12	94123	11
1.186.78.35	1	12169	12169	3	12169	3
1.186.78.39	1	1094	1094	2	1094	1
1.186.78.4	1	0	0	1	0	1
1.186.78.41	2	479688	253019	52	239844	26
1.186.78.45	1	8843	8843	2	8843	2
1.186.78.5	1	43745	43745	54	43745	54
1.186.78.9	2	12110	12110	10	6055	8
1.186.79.1	1	0	0	1	0	1
1.186.79.10	4	6191	6191	9	1547	9
1.186.79.11	2	109835	109835	67	54917	65
1.186.79.17	1	21098	21098	3	21098	1
1.186.79.18	2	243354	243354	13	121677	12
1.186.79.2	2	80056	69445	16	40028	12
1.186.79.26	1	47082	47082	3	47082	3
1.186.79.4	1	0	0	1	0	1
1.186.79.41	2	37354	30225	12	18677	10
1.186.79.43	1	18091	18091	3	18091	3
1.186.79.45	1	3242	3242	2	3242	2
1.186.79.5	2	446585	289819	18	223292	15
1.186.85.235	3	263155	241239	10	87718	10
1.186.85.254	1	0	0	1	0	1
1.186.85.26	1	3192	3192	2	3192	2
1.186.95.10	1	12855	12855	3	12855	3
1.186.96.69	1	132401	132401	17	132401	14
1.186.97.38	2	41704	39568	21	20852	21
1.186.98.61	1	2971	2971	3	2971	3
1.187.0.57	1	55320	55320	5	55320	4
1.187.1.110	1	0	0	1	0	1
1.187.1.61	1	10457	10457	2	10457	2
1.187.1.83	1	51025	51025	2	51025	2
1.187.10.111	1	3250	3250	2	3250	2
1.187.10.41	1	0	0	1	0	1
1.187.10.66	1	5349	5349	4	5349	4
1.187.10.76	1	0	0	1	0	1
1.187.100.118	1	4119	4119	2	4119	2
1.187.101.223	1	106961	106961	2	106961	2
1.187.102.172	1	0	0	1	0	1
1.187.103.177	1	0	0	1	0	1
1.187.103.193	1	77495	77495	4	77495	3
1.187.103.5	1	3758	3758	5	3758	5
1.187.104.89	1	146471	146471	4	146471	4
1.187.105.121	1	1705	1705	2	1705	2
1.187.105.45	2	128211	128211	25	64105	5
1.187.107.120	1	1281	1281	2	1281	2
1.187.107.183	1	7526	7526	2	7526	2
1.187.107.82	1	14712	14712	3	14712	3
1.187.108.146	1	83267	83267	4	83267	4
1.187.108.250	1	16288	16288	3	16288	3
1.187.109.12	1	16353	16353	4	16353	4
1.187.109.250	1	2215	2215	2	2215	2
1.187.109.251	1	149371	149371	3	149371	3
1.187.11.236	1	70396	70396	3	70396	3
1.187.110.59	1	0	0	1	0	1
1.187.111.24	1	29938	29938	2	29938	2
1.187.114.162	1	0	0	1	0	1
1.187.114.23	1	0	0	1	0	1
1.187.116.107	1	87278	87278	5	87278	5
1.187.116.189	1	102332	102332	3	102332	3
1.187.118.227	1	0	0	1	0	1
1.187.118.248	1	5482	5482	7	5482	4
1.187.119.252	1	0	0	1	0	1
1.187.119.67	1	19720	19720	5	19720	5
1.187.119.84	1	7771	7771	3	7771	3
1.187.12.18	1	22926	22926	3	22926	3
1.187.120.223	1	99144	99144	3	99144	3
1.187.121.118	1	0	0	1	0	1
1.187.121.218	1	7414	7414	3	7414	2
1.187.121.34	1	25027	25027	3	25027	3
1.187.121.74	1	100593	100593	87	100593	85
1.187.122.78	1	17688	17688	3	17688	3
1.187.122.83	1	72301	72301	63	72301	63
1.187.123.133	1	3250	3250	3	3250	3
1.187.123.63	1	127779	127779	8	127779	4
1.187.123.99	1	0	0	1	0	1
1.187.124.8	1	6563	6563	4	6563	3
1.187.125.150	2	88098	47637	6	44049	4
1.187.125.168	1	152302	152302	3	152302	3
1.187.125.30	1	35877	35877	73	35877	70
1.187.127.40	1	3321	3321	2	3321	2
1.187.128.209	1	4823	4823	4	4823	2
1.187.128.255	1	0	0	1	0	1
1.187.13.92	1	0	0	1	0	1
1.187.130.74	1	0	0	1	0	1
1.187.131.255	1	0	0	1	0	1
1.187.131.57	1	110933	110933	6	110933	5
1.187.131.66	1	0	0	1	0	1
1.187.133.143	1	678	678	3	678	3
1.187.134.137	1	48384	48384	9	48384	8
1.187.135.108	1	17872	17872	2	17872	2
1.187.135.129	1	4509	4509	3	4509	3
1.187.135.186	1	4148	4148	2	4148	2
1.187.136.172	1	550	550	3	550	3
1.187.137.25	1	201349	201349	4	201349	4
1.187.138.1	1	60197	60197	40	60197	40
1.187.139.132	1	127958	127958	12	127958	7
1.187.14.107	1	11568	11568	6	11568	5
1.187.14.243	1	147973	147973	9	147973	9
1.187.140.163	1	60357	60357	4	60357	3
1.187.140.24	1	0	0	1	0	1
1.187.141.249	1	2443	2443	2	2443	2
1.187.143.173	1	37710	37710	3	37710	2
1.187.143.206	1	135504	135504	9	135504	7
1.187.143.57	1	65894	65894	4	65894	4
1.187.15.236	1	36066	36066	5	36066	4
1.187.16.93	1	0	0	1	0	1
1.187.160.2	1	0	0	1	0	1
1.187.160.52	1	0	0	1	0	1
1.187.161.110	1	745864	745864	5	745864	3
1.187.161.116	1	0	0	1	0	1
1.187.161.170	1	0	0	1	0	1
1.187.161.227	1	0	0	1	0	1
1.187.161.249	1	4891	4891	3	4891	3
1.187.162.242	1	105878	105878	5	105878	4
1.187.163.123	1	135186	135186	26	135186	12
1.187.163.157	1	0	0	1	0	1
1.187.163.193	1	0	0	1	0	1
1.187.163.20	1	661	661	3	661	3
1.187.163.210	1	98282	98282	5	98282	5
1.187.163.231	1	91321	91321	6	91321	6
1.187.163.73	1	4582	4582	2	4582	2
1.187.164.121	1	31400	31400	2	31400	2
1.187.164.29	1	69110	69110	9	69110	8
1.187.165.158	1	91541	91541	2	91541	2
1.187.165.211	1	966	966	2	966	1
1.187.165.237	1	66215	66215	5	66215	5
1.187.166.157	1	191317	191317	6	191317	6
1.187.166.171	1	15631	15631	3	15631	3
1.187.166.203	1	35253	35253	3	35253	3
1.187.166.250	1	0	0	1	0	1
1.187.167.175	1	2720	2720	2	2720	1
1.187.167.214	1	0	0	1	0	1
1.187.167.239	1	0	0	1	0	1
1.187.167.241	1	0	0	1	0	1
1.187.168.116	1	5378	5378	2	5378	2
1.187.168.128	1	7979	7979	4	7979	4
1.187.168.140	1	0	0	1	0	1
1.187.168.229	1	67444	67444	13	67444	9
1.187.169.154	1	164295	164295	22	164295	11
1.187.169.238	1	56360	56360	71	56360	3
1.187.169.96	1	27401	27401	2	27401	2
1.187.17.173	1	25886	25886	2	25886	2
1.187.17.216	1	122148	122148	3	122148	3
1.187.170.141	1	0	0	1	0	1
1.187.170.142	1	0	0	1	0	1
1.187.170.185	1	494369	494369	19	494369	10
1.187.170.187	1	54421	54421	8	54421	5
1.187.170.191	1	9678	9678	5	9678	4
1.187.170.255	1	12720	12720	3	12720	3
1.187.170.27	1	26556	26556	3	26556	3
1.187.170.60	1	0	0	1	0	1
1.187.170.77	1	120125	120125	3	120125	3
1.187.170.86	1	0	0	1	0	1
1.187.171.68	1	84189	84189	25	84189	14
1.187.171.93	1	139095	139095	4	139095	4
1.187.172.80	1	213490	213490	21	213490	17
1.187.173.118	1	159583	159583	18	159583	17
1.187.173.81	1	111839	111839	4	111839	4
1.187.174.177	1	127278	127278	13	127278	8
1.187.174.183	1	42300	42300	2	42300	2
1.187.174.21	1	5780	5780	2	5780	2
1.187.174.37	1	0	0	1	0	1
1.187.175.140	1	157338	157338	24	157338	14
1.187.175.169	1	151571	151571	6	151571	6
1.187.175.174	1	0	0	1	0	1
1.187.175.226	1	4739	4739	3	4739	3
1.187.176.169	1	0	0	1	0	1
1.187.176.48	1	4560	4560	4	4560	4
1.187.177.136	1	158335	158335	59	158335	59
1.187.177.237	1	155799	155799	12	155799	7
1.187.178.243	1	46122	46122	2	46122	2
1.187.179.112	1	88952	88952	2	88952	2
1.187.179.14	1	94419	94419	9	94419	8
1.187.179.217	1	44221	44221	3	44221	3
1.187.179.22	1	0	0	1	0	1
1.187.179.44	1	126806	126806	7	126806	5
1.187.179.48	1	8575	8575	3	8575	3
1.187.18.222	1	20561	20561	4	20561	4
1.187.18.3	1	3158	3158	3	3158	3
1.187.18.56	1	1938	1938	44	1938	44
1.187.180.126	2	0	0	2	0	2
1.187.180.148	1	200279	200279	13	200279	10
1.187.180.236	1	47347	47347	12	47347	10
1.187.180.255	1	22300	22300	5	22300	4
1.187.181.11	1	1914	1914	4	1914	4
1.187.181.121	1	951138	951138	14	951138	9
1.187.181.135	1	0	0	1	0	1
1.187.181.163	1	135590	135590	3	135590	3
1.187.182.182	1	4560	4560	2	4560	2
1.187.182.243	1	100941	100941	9	100941	7
1.187.183.121	1	115205	115205	31	115205	13
1.187.183.196	1	23160	23160	6	23160	5
1.187.183.198	1	9866	9866	3	9866	3
1.187.183.218	1	9461	9461	2	9461	1
1.187.183.23	1	14444	14444	5	14444	3
1.187.184.121	1	20303	20303	2	20303	1
1.187.184.206	1	224163	224163	37	224163	15
1.187.185.167	1	831280	831280	2	831280	1
1.187.185.201	2	148078	148078	7	74039	4
1.187.185.241	1	200584	200584	24	200584	12
1.187.186.198	1	11276	11276	4	11276	4
1.187.186.20	1	79313	79313	6	79313	6
1.187.186.75	1	0	0	1	0	1
1.187.186.86	1	28140	28140	4	28140	4
1.187.187.111	1	0	0	1	0	1
1.187.187.230	1	81753	81753	13	81753	5
1.187.187.45	1	0	0	1	0	1
1.187.188.141	1	132221	132221	6	132221	3
1.187.188.201	1	115183	115183	2	115183	1
1.187.188.254	1	0	0	1	0	1
1.187.188.60	1	120929	120929	12	120929	5
1.187.19.125	1	0	0	1	0	1
1.187.19.73	1	53124	53124	11	53124	8
1.187.190.165	1	1922	1922	2	1922	2
1.187.190.167	1	85756	85756	7	85756	3
1.187.190.239	1	925260	925260	11	925260	7
1.187.191.166	1	0	0	1	0	1
1.187.191.23	1	30086	30086	24	30086	24
1.187.191.232	1	79773	79773	36	79773	36
1.187.192.129	1	233768	233768	11	233768	8
1.187.192.181	1	0	0	1	0	1
1.187.192.32	1	300	300	2	300	1
1.187.193.22	1	0	0	1	0	1
1.187.193.6	1	163482	163482	7	163482	3
1.187.194.19	1	0	0	1	0	1
1.187.194.86	1	483527	483527	3	483527	3
1.187.195.143	2	90748	51142	11	45374	7
1.187.195.226	2	22447	22447	3	11223	3
1.187.195.24	1	1113030	1113030	20	1113030	13
1.187.195.91	1	46933	46933	4	46933	4
1.187.196.244	1	0	0	1	0	1
1.187.196.39	1	0	0	1	0	1
1.187.196.49	1	19929	19929	3	19929	3
1.187.196.71	1	281	281	3	281	3
1.187.197.158	2	1145926	962725	76	572963	26
1.187.197.229	1	19681	19681	2	19681	1
1.187.197.96	1	0	0	1	0	1
1.187.197.97	1	0	0	1	0	1
1.187.198.185	1	134693	134693	11	134693	9
1.187.198.235	1	207876	207876	13	207876	11
1.187.198.25	1	5838	5838	2	5838	2
1.187.198.77	1	43759	43759	6	43759	6
1.187.199.144	1	5022	5022	4	5022	1
1.187.199.241	1	23313	23313	59	23313	59
1.187.20.205	1	0	0	1	0	1
1.187.20.225	1	20016	20016	5	20016	4
1.187.200.214	1	0	0	1	0	1
1.187.200.222	1	49909	49909	2	49909	1
1.187.200.254	2	133203	115143	9	66601	9
1.187.201.37	1	2538	2538	4	2538	4
1.187.201.79	1	5681	5681	4	5681	2
1.187.202.146	1	188000	188000	17	188000	14
1.187.202.23	1	0	0	1	0	1
1.187.202.35	1	41840	41840	14	41840	9
1.187.202.60	1	4947	4947	2	4947	2
1.187.203.5	1	83501	83501	6	83501	4
1.187.204.109	1	11904	11904	7	11904	6
1.187.204.167	1	0	0	1	0	1
1.187.204.212	1	0	0	1	0	1
1.187.204.51	1	36137	36137	3	36137	2
1.187.205.138	1	12920	12920	3	12920	3
1.187.205.167	1	9250	9250	3	9250	3
1.187.205.246	2	32280	32280	3	16140	2
1.187.205.252	1	32809	32809	9	32809	8
1.187.205.58	1	46732	46732	13	46732	11
1.187.206.157	1	0	0	1	0	1
1.187.206.50	1	229951	229951	29	229951	11
1.187.207.133	1	19996	19996	4	19996	3
1.187.207.193	1	0	0	1	0	1
1.187.207.248	1	211179	211179	8	211179	4
1.187.207.25	1	37973	37973	8	37973	8
1.187.207.38	1	1060	1060	3	1060	3
1.187.208.2	1	6401	6401	6	6401	3
1.187.208.214	1	79189	79189	2	79189	1
1.187.208.226	1	4771	4771	5	4771	5
1.187.208.227	1	0	0	1	0	1
1.187.208.26	1	2219	2219	2	2219	2
1.187.208.32	1	215752	215752	3	215752	1
1.187.208.76	1	26461	26461	2	26461	2
1.187.209.203	1	22380	22380	4	22380	2
1.187.209.36	1	118986	118986	22	118986	14
1.187.209.72	1	265475	265475	3	265475	3
1.187.209.83	1	100136	100136	4	100136	3
1.187.210.163	1	0	0	1	0	1
1.187.210.245	1	4001	4001	2	4001	2
1.187.210.40	1	0	0	1	0	1
1.187.210.71	1	138483	138483	8	138483	8
1.187.210.92	1	0	0	1	0	1
1.187.211.11	1	0	0	1	0	1
1.187.211.222	1	41781	41781	3	41781	3
1.187.211.6	1	178041	178041	23	178041	12
1.187.212.160	1	0	0	1	0	1
1.187.212.17	1	0	0	1	0	1
1.187.213.175	1	43102	43102	3	43102	3
1.187.213.208	1	49929	49929	4	49929	4
1.187.213.25	1	82021	82021	7	82021	3
1.187.213.43	1	0	0	1	0	1
1.187.213.49	1	56387	56387	5	56387	5
1.187.214.14	1	95609	95609	6	95609	4
1.187.214.180	1	50021	50021	2	50021	2
1.187.214.246	1	2782	2782	2	2782	2
1.187.215.129	1	0	0	1	0	1
1.187.215.43	1	283673	283673	20	283673	16
1.187.215.51	1	0	0	1	0	1
1.187.215.89	1	61819	61819	6	61819	6
1.187.216.185	1	52320	52320	4	52320	2
1.187.216.243	1	12041	12041	2	12041	2
1.187.217.107	1	0	0	1	0	1
1.187.217.181	1	0	0	1	0	1
1.187.217.224	1	232392	232392	19	232392	12
1.187.217.87	1	54852	54852	6	54852	6
1.187.219.217	1	224503	224503	2	224503	2
1.187.219.78	1	0	0	1	0	1
1.187.220.150	1	219806	219806	30	219806	17
1.187.220.174	1	26038	26038	7	26038	5
1.187.220.209	1	181861	181861	2	181861	2
1.187.221.52	1	37394	37394	2	37394	2
1.187.221.81	1	0	0	1	0	1
1.187.222.114	1	69819	69819	4	69819	4
1.187.222.181	1	0	0	1	0	1
1.187.223.209	1	0	0	1	0	1
1.187.223.27	1	4640	4640	4	4640	3
1.187.224.105	1	220	220	3	220	3
1.187.224.117	1	0	0	1	0	1
1.187.224.133	1	21627	21627	3	21627	2
1.187.224.54	1	262890	262890	12	262890	11
1.187.225.167	1	1420	1420	5	1420	5
1.187.225.28	1	19846	19846	3	19846	3
1.187.226.117	1	890587	890587	3	890587	3
1.187.226.150	1	189310	189310	7	189310	6
1.187.226.159	1	0	0	1	0	1
1.187.226.168	1	219669	219669	11	219669	8
1.187.226.245	2	241285	228112	11	120642	9
1.187.226.89	1	9561	9561	2	9561	2
1.187.227.142	1	24943	24943	4	24943	4
1.187.227.16	1	251864	251864	5	251864	5
1.187.227.163	1	0	0	1	0	1
1.187.227.249	1	0	0	1	0	1
1.187.227.6	1	85281	85281	2	85281	1
1.187.227.71	1	5583	5583	3	5583	3
1.187.228.210	1	33049	33049	5	33049	5
1.187.228.61	1	2646	2646	2	2646	2
1.187.228.70	1	0	0	1	0	1
1.187.228.88	1	33923	33923	10	33923	5
1.187.228.90	1	0	0	1	0	1
1.187.229.175	1	7959	7959	4	7959	4
1.187.229.192	1	76180	76180	4	76180	3
1.187.229.193	1	0	0	1	0	1
1.187.229.29	1	7150	7150	2	7150	2
1.187.229.95	1	223583	223583	3	223583	2
1.187.230.112	1	0	0	1	0	1
1.187.230.133	1	77670	77670	6	77670	4
1.187.230.204	1	5132	5132	3	5132	2
1.187.230.209	1	242460	242460	52	242460	52
1.187.230.214	1	85472	85472	12	85472	10
1.187.230.246	1	70061	70061	4	70061	3
1.187.230.81	1	0	0	1	0	1
1.187.231.150	1	24875	24875	3	24875	3
1.187.231.167	1	77300	77300	57	77300	57
1.187.231.200	1	0	0	1	0	1
1.187.231.215	1	70578	70578	2	70578	2
1.187.231.239	1	31020	31020	3	31020	3
1.187.231.44	1	206864	206864	14	206864	11
1.187.231.54	1	679	679	2	679	2
1.187.231.73	1	27684	27684	5	27684	5
1.187.231.90	1	48465	48465	2	48465	2
1.187.232.106	1	53821	53821	22	53821	5
1.187.232.51	1	91413	91413	5	91413	4
1.187.233.125	1	22801	22801	2	22801	2
1.187.233.151	1	0	0	1	0	1
1.187.233.50	1	34820	34820	3	34820	3
1.187.234.112	1	0	0	1	0	1
1.187.234.39	1	237860	237860	14	237860	11
1.187.235.136	1	10471	10471	11	10471	7
1.187.235.38	1	9346	9346	5	9346	3
1.187.236.137	1	1291	1291	2	1291	2
1.187.236.169	1	248021	248021	35	248021	16
1.187.236.217	1	0	0	1	0	1
1.187.236.29	1	81793	81793	7	81793	7
1.187.236.42	1	139613	139613	4	139613	3
1.187.236.44	1	236504	236504	5	236504	4
1.187.237.123	2	380502	278621	14	190251	10
1.187.237.21	1	22836	22836	3	22836	3
1.187.237.28	1	0	0	1	0	1
1.187.237.67	1	82220	82220	7	82220	4
1.187.238.164	1	62590	62590	6	62590	6
1.187.238.204	1	0	0	1	0	1
1.187.238.222	1	0	0	1	0	1
1.187.238.59	1	993	993	2	993	2
1.187.238.60	1	0	0	1	0	1
1.187.239.153	1	13010	13010	29	13010	29
1.187.239.216	1	0	0	1	0	1
1.187.239.249	1	2564	2564	2	2564	2
1.187.240.130	1	0	0	1	0	1
1.187.240.188	1	65460	65460	3	65460	3
1.187.240.218	1	0	0	1	0	1
1.187.240.32	1	0	0	1	0	1
1.187.240.37	1	1892	1892	2	1892	2
1.187.240.98	1	5751	5751	2	5751	2
1.187.242.126	2	158185	156021	10	79092	7
1.187.242.197	1	51290	51290	3	51290	3
1.187.242.217	1	13418	13418	2	13418	2
1.187.243.107	1	0	0	1	0	1
1.187.243.226	1	0	0	1	0	1
1.187.243.252	1	0	0	1	0	1
1.187.243.75	1	13840	13840	3	13840	3
1.187.244.101	1	167982	167982	5	167982	3
1.187.244.136	1	0	0	1	0	1
1.187.244.41	1	12544	12544	12	12544	9
1.187.245.0	1	9890	9890	3	9890	3
1.187.245.184	1	0	0	1	0	1
1.187.245.198	1	7589	7589	2	7589	2
1.187.245.29	1	2269	2269	2	2269	2
1.187.245.81	1	186230	186230	10	186230	8
1.187.246.187	1	118255	118255	7	118255	4
1.187.246.224	1	0	0	1	0	1
1.187.246.235	1	188076	188076	5	188076	4
1.187.246.92	1	6736	6736	3	6736	3
1.187.247.12	1	138620	138620	21	138620	13
1.187.247.144	1	5480	5480	3	5480	3
1.187.247.159	1	8720	8720	2	8720	2
1.187.247.221	1	106722	106722	5	106722	4
1.187.248.138	1	54116	54116	3	54116	3
1.187.248.204	1	0	0	1	0	1
1.187.248.58	1	53174	53174	3	53174	3
1.187.249.115	1	0	0	1	0	1
1.187.249.123	1	0	0	1	0	1
1.187.249.182	1	204173	204173	3	204173	3
1.187.249.189	1	26081	26081	3	26081	3
1.187.249.223	1	13249	13249	3	13249	3
1.187.249.228	1	91162	91162	22	91162	8
1.187.249.242	1	26437	26437	28	26437	10
1.187.249.28	1	188492	188492	18	188492	9
1.187.250.228	1	30160	30160	2	30160	2
1.187.250.28	1	109740	109740	4	109740	4
1.187.250.52	1	65948	65948	7	65948	6
1.187.251.130	1	608	608	2	608	2
1.187.251.136	1	10984	10984	3	10984	3
1.187.251.191	1	228698	228698	10	228698	6
1.187.251.227	1	0	0	1	0	1
1.187.251.45	1	69536	69536	16	69536	5
1.187.251.69	1	100635	100635	4	100635	4
1.187.252.135	1	0	0	1	0	1
1.187.252.183	1	42	42	2	42	2
1.187.252.247	1	33992	33992	2	33992	2
1.187.254.98	1	7288	7288	7	7288	4
1.187.255.124	1	0	0	1	0	1
1.187.255.128	1	26821	26821	5	26821	5
1.187.255.144	1	0	0	1	0	1
1.187.27.152	1	106127	106127	3	106127	3
1.187.29.150	1	0	0	1	0	1
1.187.32.55	1	0	0	1	0	1
1.187.33.46	1	58406	58406	4	58406	3
1.187.34.196	1	5036	5036	4	5036	4
1.187.34.225	1	2648	2648	3	2648	3
1.187.34.230	1	0	0	1	0	1
1.187.34.70	1	15220	15220	59	15220	59
1.187.36.36	1	2723	2723	2	2723	2
1.187.38.82	1	0	0	1	0	1
1.187.39.129	1	2140	2140	3	2140	3
1.187.4.214	1	197488	197488	7	197488	6
1.187.40.206	1	144309	144309	3	144309	3
1.187.40.78	1	5056	5056	2	5056	2
1.187.40.80	1	110963	110963	10	110963	7
1.187.41.126	1	43157	43157	57	43157	57
1.187.43.74	1	31785	31785	3	31785	3
1.187.45.229	1	35499	35499	2	35499	2
1.187.45.31	1	0	0	1	0	1
1.187.46.65	1	3231	3231	2	3231	2
1.187.46.70	1	548746	548746	9	548746	7
1.187.47.61	1	0	0	1	0	1
1.187.48.254	1	0	0	1	0	1
1.187.48.64	1	0	0	1	0	1
